64	55	49	38
64	55	49	38
64	55	49	40
64	55	49	40
64	55	49	43
64	55	49	42
57	55	49	42
57	55	45	42
57	55	45	42
57	54	45	42
57	54	47	42
57	54	47	42
57	52	49	42
57	52	49	42
57	54	50	42
57	54	50	42
58	54	50	42
58	54	50	42
59	54	50	44
59	54	50	44
61	54	50	46
61	54	50	46
62	54	50	47
62	54	50	47
62	54	52	47
62	54	52	47
62	56	50	47
62	56	50	47
62	58	49	47
62	58	49	47
62	59	47	47
62	59	47	45
63	59	47	45
63	59	47	45
64	59	47	43
64	59	47	43
66	59	47	42
66	59	47	42
67	59	47	40
67	59	47	40
67	66	47	40
67	66	47	40
67	64	47	40
67	64	47	40
67	62	47	40
67	62	47	40
67	61	52	0
67	61	52	0
67	59	52	0
67	59	52	0
67	61	52	40
67	61	52	40
67	64	52	40
67	64	52	40
67	58	52	42
67	58	52	42
67	58	55	42
67	58	55	42
61	58	54	42
61	58	54	42
61	58	52	42
61	58	52	42
66	58	50	0
66	58	50	0
66	58	49	0
66	58	49	0
66	58	50	42
66	58	50	42
66	58	54	42
66	58	54	42
66	59	47	43
66	59	47	43
66	61	47	43
66	61	47	43
66	59	50	44
66	59	49	44
66	57	49	44
66	57	49	44
65	56	47	44
65	56	47	44
65	54	45	44
65	54	45	44
65	56	44	37
65	56	44	37
65	59	44	37
65	59	44	37
66	58	42	42
66	58	42	42
66	58	54	42
66	58	54	42
66	59	52	0
66	59	52	0
66	59	50	0
66	59	50	0
64	59	49	0
64	59	49	0
64	59	47	0
64	59	47	0
64	58	49	0
64	58	52	0
64	61	52	0
64	61	52	0
64	54	50	0
64	54	55	0
64	58	55	0
64	58	55	0
62	59	54	38
62	59	54	38
61	58	54	40
61	58	54	40
62	59	54	38
62	59	54	38
62	59	54	37
62	59	54	37
67	64	0	35
67	64	0	35
67	64	0	34
67	64	0	34
66	64	0	35
66	64	0	35
66	64	0	30
66	64	0	30
68	62	0	35
68	62	0	35
70	62	0	35
70	62	0	37
71	0	0	38
71	0	0	38
71	69	0	37
71	69	0	37
71	67	0	35
71	67	0	35
71	66	0	38
71	66	0	38
71	64	0	37
71	64	0	37
71	63	0	30
71	63	0	30
69	64	0	37
69	64	0	37
69	66	0	39
69	66	0	39
69	59	0	40
69	59	0	40
67	59	0	40
67	59	0	39
67	59	0	39
66	59	45	39
66	59	45	39
64	59	45	40
64	66	45	40
63	66	45	42
63	66	45	42
61	66	43	40
61	66	43	40
59	66	42	39
59	66	42	39
59	66	43	40
59	66	45	42
66	66	45	42
66	66	45	42
66	66	47	42
66	64	48	42
66	64	48	42
66	64	45	42
66	64	45	42
71	63	47	42
71	63	47	42
71	63	47	42
71	63	47	40
71	63	47	40
71	63	47	40
71	63	47	40
71	63	47	42
71	63	47	42
71	63	47	43
71	63	47	43
71	63	47	43
71	63	47	43
69	63	51	43
69	63	51	43
69	63	54	43
69	63	54	43
67	64	59	43
67	64	59	43
67	64	62	42
67	64	62	42
67	64	60	40
67	64	60	40
67	64	59	38
67	64	59	38
67	64	58	37
67	64	58	37
67	64	58	35
67	64	58	35
67	64	58	37
67	64	58	37
67	64	59	40
67	64	59	40
69	66	60	39
69	66	60	39
69	66	47	39
69	66	47	39
69	66	45	40
69	66	45	40
69	66	43	40
69	66	43	40
69	66	42	40
69	66	42	40
69	66	40	40
69	66	40	40
69	66	42	38
69	66	42	38
69	66	45	38
69	66	45	38
71	59	44	38
71	59	44	38
71	59	44	40
71	59	44	40
71	61	44	38
71	61	44	38
71	61	44	37
71	61	44	37
71	62	44	35
71	62	44	35
71	62	44	34
71	62	44	34
71	62	44	35
71	62	44	35
71	62	44	38
71	62	44	38
71	62	46	38
64	62	46	37
64	62	46	42
64	62	46	42
